date,returns_austria,returns_belgium,returns_finland,returns_france,returns_germany,returns_greece,returns_ireland,returns_italy,returns_netherlands,returns_portugal,returns_spain,returns_sweden,returns_switzerland,returns_uk,,EUI
09/02/2022,2.61%,1.07%,0.97%,1.45%,1.56%,-2.72%,1.89%,2.68%,1.85%,0.94%,1.96%,1.93%,1.80%,0.89%,,220
10/02/2022,-0.11%,0.46%,-0.79%,-0.41%,0.05%,4.75%,1.12%,0.22%,-0.95%,-0.44%,0.45%,-2.02%,-0.49%,0.59%,,220
11/02/2022,-0.89%,-1.03%,-0.52%,-1.27%,-0.42%,-1.64%,-0.11%,-0.83%,-0.15%,-1.44%,-1.00%,-0.58%,0.28%,0.50%,,220
12/02/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,-0.54%,0.00%,,220
13/02/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.10%,-0.09%,,220
14/02/2022,-3.21%,-1.87%,-2.36%,-2.30%,-2.04%,0.76%,-2.20%,-2.06%,-1.80%,-1.50%,-2.58%,-2.69%,-1.15%,-1.45%,,220
15/02/2022,1.23%,1.55%,1.20%,1.85%,1.96%,-3.74%,0.94%,2.07%,0.98%,2.44%,1.67%,2.40%,0.74%,0.63%,,220
16/02/2022,0.24%,0.94%,0.39%,-0.21%,-0.11%,6.72%,-0.31%,0.00%,0.49%,0.34%,0.22%,-0.85%,0.32%,0.11%,,220
17/02/2022,-1.62%,-0.90%,-1.50%,-0.26%,-0.84%,-5.55%,-0.74%,-1.12%,-1.02%,-0.08%,-0.76%,-2.07%,-0.67%,-0.56%,,220
18/02/2022,-1.78%,-0.60%,-0.71%,-0.25%,-1.49%,-1.04%,-1.40%,-0.61%,-0.84%,-0.47%,-0.94%,-1.66%,-0.34%,-0.13%,,220
19/02/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.03%,0.00%,0.00%,,220
20/02/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.05%,0.12%,0.06%,,220
21/02/2022,-2.26%,-1.90%,-1.20%,-2.06%,-2.09%,2.72%,-1.64%,-1.74%,-2.06%,-2.49%,-1.18%,-2.16%,-0.36%,-0.29%,,220
22/02/2022,-1.70%,-0.25%,-1.20%,-0.01%,-0.26%,-2.45%,-0.32%,-0.02%,0.31%,-0.52%,0.05%,0.96%,-0.25%,-0.10%,,220
23/02/2022,-0.99%,0.36%,-0.49%,-0.10%,-0.42%,-0.92%,-1.04%,-0.34%,-0.55%,-0.62%,-0.63%,-1.19%,0.50%,-0.06%,,220
24/02/2022,-7.49%,-1.90%,-3.91%,-3.90%,-4.04%,0.39%,-4.68%,-4.24%,-2.70%,-1.53%,-2.90%,-3.13%,-2.47%,-4.22%,,220
25/02/2022,3.97%,4.09%,3.54%,3.49%,3.60%,-7.50%,2.78%,3.53%,2.69%,2.71%,3.45%,3.46%,2.30%,3.41%,,220
26/02/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,0.04%,0.00%,,220
27/02/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.83%,0.57%,0.50%,,220
28/02/2022,-3.40%,-1.17%,-1.21%,-1.40%,-0.73%,7.76%,0.73%,-1.39%,0.26%,1.23%,-0.09%,0.19%,0.73%,-0.34%,,220
01/03/2022,-7.35%,-1.91%,-4.73%,-4.02%,-3.92%,0.26%,-4.80%,-4.23%,-2.25%,-1.17%,-3.49%,-3.35%,-0.39%,-1.65%,,392
02/03/2022,-0.81%,0.51%,1.16%,1.57%,0.68%,-3.73%,-0.55%,0.70%,1.05%,0.34%,1.61%,0.19%,0.03%,1.99%,,392
03/03/2022,1.02%,-2.13%,-3.00%,-1.86%,-2.18%,-1.50%,-2.55%,-2.37%,-2.18%,-0.89%,-3.79%,-2.49%,-0.96%,-2.53%,,392
04/03/2022,-4.06%,-2.99%,-4.37%,-5.09%,-4.51%,0.00%,-5.69%,-6.44%,-4.89%,-2.53%,-3.69%,-2.55%,-1.85%,-3.21%,,392
05/03/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.55%,0.00%,0.00%,,392
06/03/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,0.11%,0.40%,,392
07/03/2022,-3.69%,-2.09%,-1.11%,-1.32%,-2.00%,-3.08%,-1.72%,-1.37%,-0.40%,1.15%,-0.99%,-0.80%,-1.38%,-1.08%,,392
08/03/2022,1.79%,-0.27%,1.25%,-0.32%,-0.02%,0.00%,-2.53%,0.79%,-1.86%,1.38%,1.80%,-0.27%,-2.06%,-0.34%,,392
09/03/2022,6.92%,5.62%,4.00%,6.88%,7.62%,-3.76%,6.28%,6.72%,4.70%,2.32%,4.76%,4.52%,2.63%,2.26%,,392
10/03/2022,-1.99%,-0.98%,0.33%,-2.87%,-2.97%,2.76%,-1.45%,-4.28%,-2.42%,-1.30%,-1.16%,0.45%,-0.68%,-1.36%,,392
11/03/2022,1.78%,1.35%,1.93%,0.85%,1.37%,-2.18%,2.61%,0.67%,0.44%,1.50%,0.90%,1.90%,0.99%,1.22%,,392
12/03/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,392
13/03/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.08%,0.05%,-0.12%,,392
14/03/2022,1.52%,1.79%,3.82%,1.74%,2.18%,1.89%,1.54%,1.66%,-0.07%,-0.60%,1.13%,2.19%,1.11%,0.13%,,392
15/03/2022,-0.63%,-0.21%,-1.59%,-0.23%,-0.09%,4.64%,-0.58%,0.31%,0.31%,-0.16%,0.02%,-0.69%,-0.45%,-0.20%,,392
16/03/2022,3.21%,3.10%,3.37%,3.61%,3.69%,-3.92%,3.78%,3.29%,3.93%,1.02%,1.74%,5.33%,1.30%,1.86%,,392
17/03/2022,0.66%,0.61%,-0.40%,0.36%,-0.37%,3.65%,0.62%,-0.67%,0.56%,1.25%,0.38%,-0.96%,1.22%,0.70%,,392
18/03/2022,0.81%,0.89%,0.01%,0.12%,0.17%,-2.23%,1.36%,0.41%,1.25%,0.00%,0.07%,1.34%,1.61%,0.69%,,392
19/03/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,392
20/03/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.25%,0.10%,,392
21/03/2022,-0.32%,-0.43%,0.42%,-0.57%,-0.60%,-0.56%,-0.86%,0.30%,0.28%,0.07%,-0.34%,-0.42%,0.01%,0.80%,,392
22/03/2022,1.63%,0.95%,0.31%,1.16%,1.02%,1.55%,-0.23%,0.98%,1.37%,2.17%,1.16%,0.44%,0.20%,1.08%,,392
23/03/2022,-2.25%,-0.96%,-1.33%,-1.18%,-1.32%,-0.70%,-2.26%,-0.96%,-0.89%,-0.80%,-1.89%,-1.00%,-0.34%,-0.45%,,392
24/03/2022,-2.28%,-0.37%,-0.88%,-0.39%,-0.07%,0.00%,-1.15%,0.42%,-0.13%,0.49%,-0.28%,-0.56%,0.36%,-0.02%,,392
25/03/2022,0.40%,0.13%,-1.21%,-0.03%,0.22%,-2.27%,-0.95%,0.65%,0.42%,0.79%,0.31%,-1.67%,-0.14%,0.39%,,392
26/03/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.42%,0.02%,0.00%,,392
27/03/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,0.08%,-0.13%,,392
28/03/2022,-0.09%,0.28%,0.89%,0.54%,0.78%,0.00%,0.76%,0.63%,-0.49%,0.95%,0.42%,0.04%,-0.07%,-0.74%,,392
29/03/2022,3.51%,1.60%,2.53%,3.04%,2.76%,3.11%,3.39%,2.38%,2.03%,0.28%,2.93%,2.17%,0.78%,-0.09%,,392
30/03/2022,-0.85%,0.03%,-0.96%,-0.75%,-1.46%,0.83%,-3.59%,-0.03%,-0.17%,1.44%,-0.75%,-0.97%,-0.44%,0.25%,,392
31/03/2022,-1.26%,-0.96%,-0.98%,-1.22%,-1.32%,0.00%,-0.40%,-1.11%,-1.33%,0.49%,-1.24%,-2.33%,0.12%,0.03%,,392
01/04/2022,0.28%,0.99%,1.01%,0.37%,0.22%,0.00%,-0.09%,0.57%,0.52%,-0.81%,0.69%,1.63%,0.18%,0.26%,,335
02/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.05%,-0.04%,0.00%,,335
03/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.10%,-0.04%,-0.04%,,335
04/04/2022,-0.37%,0.65%,0.14%,0.70%,0.49%,4.19%,1.53%,0.05%,1.34%,0.21%,0.20%,0.89%,1.90%,0.98%,,335
05/04/2022,-1.69%,0.37%,0.20%,-1.28%,-0.65%,-3.09%,-1.30%,-0.86%,-0.24%,1.66%,1.20%,0.40%,0.56%,1.07%,,335
06/04/2022,-2.62%,-1.94%,-1.23%,-2.23%,-1.91%,0.41%,-3.15%,-2.08%,-2.25%,-0.56%,-1.65%,-2.03%,-0.75%,-0.32%,,335
07/04/2022,-0.46%,0.05%,-0.44%,-0.57%,-0.52%,-1.78%,0.06%,-0.59%,-0.44%,-0.06%,-0.17%,0.88%,0.58%,-0.16%,,335
08/04/2022,2.42%,1.39%,2.06%,1.33%,1.45%,2.46%,1.49%,2.10%,1.14%,0.71%,1.63%,1.15%,1.29%,1.17%,,335
09/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,335
10/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,-0.38%,-0.11%,,335
11/04/2022,-0.99%,-0.79%,-1.47%,0.12%,-0.64%,0.81%,1.05%,-0.28%,-1.39%,0.09%,-0.25%,-2.32%,0.54%,-0.66%,,335
12/04/2022,0.24%,-0.07%,0.13%,-0.28%,-0.48%,-0.94%,-0.43%,-0.33%,0.23%,-0.23%,-0.08%,0.60%,-0.86%,-0.25%,,335
13/04/2022,0.70%,0.17%,-0.07%,0.07%,-0.34%,-1.77%,-0.12%,0.22%,0.24%,-0.26%,0.46%,-0.27%,-0.78%,0.31%,,335
14/04/2022,0.93%,0.57%,0.49%,0.72%,0.62%,1.23%,1.81%,0.56%,0.23%,0.85%,0.94%,-0.19%,0.49%,0.72%,,335
15/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.31%,0.11%,0.08%,,335
16/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,,335
17/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.05%,0.01%,-0.06%,,335
18/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,-0.06%,,335
19/04/2022,-0.01%,-0.15%,0.30%,-0.83%,-0.07%,-0.14%,-0.66%,-0.96%,-0.44%,-0.44%,-0.06%,0.80%,-2.46%,-0.29%,,335
20/04/2022,1.21%,1.12%,1.05%,1.37%,1.46%,3.09%,1.93%,1.03%,1.25%,0.28%,0.86%,0.91%,0.02%,0.27%,,335
21/04/2022,1.16%,0.20%,1.29%,1.35%,0.97%,-2.81%,1.84%,-0.29%,0.47%,-1.11%,0.51%,0.26%,-0.41%,-0.21%,,335
22/04/2022,-1.28%,-1.86%,-1.65%,-2.01%,-2.52%,2.02%,-1.44%,-2.14%,-1.63%,-0.88%,-1.86%,-1.50%,-0.39%,-2.52%,,335
23/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.02%,0.00%,,335
24/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.06%,0.04%,-0.17%,,335
25/04/2022,-2.09%,-1.52%,-2.54%,-2.03%,-1.55%,0.00%,-1.59%,-1.54%,-2.55%,-1.05%,-0.90%,-3.23%,-0.81%,-1.70%,,335
26/04/2022,-1.03%,-0.30%,0.22%,-0.54%,-1.21%,0.00%,-1.38%,-0.95%,-0.52%,-1.33%,-1.59%,-2.22%,-1.01%,-0.49%,,335
27/04/2022,1.19%,-0.12%,1.63%,0.48%,0.27%,0.27%,0.51%,0.62%,0.11%,0.42%,0.45%,2.30%,1.15%,1.03%,,335
28/04/2022,1.13%,-0.35%,-1.03%,0.97%,1.34%,-0.13%,1.05%,0.94%,1.37%,0.78%,0.41%,-0.43%,0.31%,1.00%,,335
29/04/2022,0.52%,0.33%,0.25%,0.39%,0.84%,-2.15%,0.86%,0.81%,0.71%,-0.04%,0.84%,1.16%,-0.07%,0.94%,,335
30/04/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,335
01/05/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.02%,0.08%,,328
02/05/2022,-1.53%,-1.17%,-1.49%,-1.67%,-1.13%,0.00%,0.00%,-1.64%,-2.35%,-1.11%,-1.74%,-2.53%,-1.41%,-0.35%,,328
03/05/2022,1.69%,0.47%,1.25%,0.78%,0.72%,0.00%,-0.25%,1.60%,1.64%,0.32%,1.81%,1.00%,-0.01%,0.08%,,328
04/05/2022,-1.06%,-0.31%,-1.09%,-1.25%,-0.49%,-2.48%,-0.47%,-1.41%,-1.04%,-0.88%,-1.05%,-0.77%,-1.36%,-0.87%,,328
05/05/2022,-3.29%,0.78%,-1.30%,-0.43%,-0.49%,0.42%,-1.63%,-0.60%,-0.36%,-0.73%,-0.78%,-2.64%,-0.50%,-1.13%,,328
06/05/2022,-0.99%,-1.87%,-1.01%,-1.74%,-1.66%,0.14%,-1.50%,-1.20%,-2.03%,0.46%,-1.35%,-1.27%,-1.62%,-1.80%,,328
07/05/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,,328
08/05/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.18%,0.06%,0.02%,,328
09/05/2022,-3.66%,-3.48%,-3.49%,-2.79%,-2.17%,-1.96%,-3.00%,-2.78%,-2.38%,-2.76%,-2.22%,-3.90%,-3.16%,-2.56%,,328
10/05/2022,0.65%,0.46%,0.64%,0.51%,1.14%,-0.28%,0.07%,1.03%,0.53%,1.11%,0.00%,1.94%,0.91%,0.45%,,328
11/05/2022,1.77%,1.44%,1.90%,2.47%,2.15%,-0.85%,1.83%,2.80%,1.92%,1.20%,2.11%,1.88%,0.41%,0.99%,,328
12/05/2022,-1.59%,-0.71%,-0.24%,-1.02%,-0.65%,0.57%,-0.87%,-0.67%,-1.12%,-2.35%,-1.36%,0.31%,-0.01%,-0.51%,,328
13/05/2022,2.18%,0.36%,2.01%,2.49%,2.08%,-3.32%,2.78%,2.02%,2.78%,0.88%,1.67%,2.53%,1.05%,2.65%,,328
14/05/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.00%,0.00%,,328
15/05/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.08%,0.09%,,328
16/05/2022,0.89%,0.59%,0.21%,-0.23%,-0.45%,1.31%,-0.54%,-0.06%,0.07%,0.64%,0.19%,-0.61%,-0.14%,0.80%,,328
17/05/2022,2.32%,1.13%,1.49%,1.29%,1.57%,2.86%,1.26%,1.11%,1.14%,1.60%,1.45%,1.43%,0.27%,0.98%,,328
18/05/2022,-0.04%,-1.14%,-1.15%,-1.21%,-1.26%,1.12%,-1.04%,-0.89%,-1.37%,-0.09%,0.01%,-1.74%,0.09%,-1.48%,,328
19/05/2022,0.19%,-1.90%,-1.28%,-1.27%,-0.90%,0.56%,-1.86%,-0.09%,-2.14%,1.30%,-0.83%,-0.30%,-1.85%,-1.91%,,328
20/05/2022,0.41%,0.78%,0.84%,0.20%,0.71%,-0.28%,1.58%,0.12%,0.68%,0.28%,0.93%,0.09%,-0.13%,1.55%,,328
21/05/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,328
22/05/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,-0.06%,0.06%,,328
23/05/2022,1.81%,0.39%,1.34%,1.16%,1.37%,1.10%,1.26%,0.17%,1.61%,2.64%,1.65%,1.27%,1.27%,1.11%,,328
24/05/2022,-0.45%,-1.17%,-0.56%,-1.67%,-1.82%,-0.83%,-1.37%,-1.09%,-2.06%,0.84%,0.06%,-0.65%,0.24%,-1.08%,,328
25/05/2022,1.87%,0.50%,1.42%,0.72%,0.63%,0.55%,1.52%,1.55%,0.62%,0.88%,1.48%,-1.57%,0.39%,1.30%,,328
26/05/2022,0.27%,0.09%,0.00%,1.76%,1.58%,0.00%,1.13%,1.22%,1.26%,1.93%,1.46%,-0.43%,-0.12%,0.38%,,328
27/05/2022,0.31%,0.75%,1.64%,1.63%,1.61%,0.00%,1.35%,0.36%,1.36%,-1.03%,0.50%,4.23%,1.47%,0.33%,,328
28/05/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,328
29/05/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,-0.04%,0.04%,,328
30/05/2022,0.53%,0.06%,0.25%,0.71%,0.78%,0.82%,1.08%,0.70%,0.86%,0.87%,-0.03%,1.14%,0.33%,-0.05%,,328
31/05/2022,-1.05%,-1.36%,-1.87%,-1.44%,-1.30%,-0.82%,-1.55%,-1.23%,0.64%,-0.60%,-0.89%,-1.29%,-0.85%,0.16%,,328
01/06/2022,-0.40%,-1.04%,-0.77%,-0.77%,-0.33%,-1.11%,-2.48%,-0.91%,-1.65%,-0.42%,-1.19%,-0.18%,-0.60%,-1.24%,,333
02/06/2022,0.88%,0.09%,0.71%,1.26%,1.00%,-0.84%,0.69%,0.59%,0.32%,-0.67%,-0.04%,2.29%,0.14%,-0.13%,,333
03/06/2022,0.82%,0.61%,0.25%,-0.23%,-0.17%,-0.56%,-0.35%,-1.07%,-0.39%,0.53%,-0.22%,-0.75%,-0.47%,-0.43%,,333
04/06/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.22%,0.00%,,333
05/06/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,-0.21%,-0.04%,,333
06/06/2022,0.00%,0.97%,0.00%,0.97%,1.33%,1.12%,0.77%,1.64%,1.58%,0.82%,1.27%,-0.01%,-0.61%,1.57%,,333
07/06/2022,-0.28%,-0.36%,0.86%,-0.74%,-0.67%,0.00%,-0.70%,-0.82%,-0.38%,1.20%,0.06%,0.12%,-0.23%,0.33%,,333
08/06/2022,0.08%,-0.10%,-0.02%,-0.80%,-0.76%,-0.84%,-0.79%,-0.53%,0.26%,-0.23%,0.01%,-0.64%,-1.32%,-0.65%,,333
09/06/2022,-1.40%,-1.25%,-1.17%,-1.41%,-1.73%,-3.29%,-0.61%,-1.92%,-1.62%,-0.53%,-1.50%,-1.23%,-0.51%,-1.00%,,333
10/06/2022,-4.04%,-2.16%,-2.38%,-2.73%,-3.13%,0.00%,-3.66%,-5.31%,-2.55%,-3.45%,-3.75%,-2.83%,-1.90%,-2.64%,,333
11/06/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.01%,0.00%,,333
12/06/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.08%,-0.04%,,333
13/06/2022,-2.00%,-1.55%,-2.77%,-2.70%,-2.46%,-1.47%,-2.67%,-2.83%,-3.04%,-1.19%,-2.50%,-2.41%,-1.71%,-1.90%,,333
14/06/2022,-1.14%,-0.95%,-0.01%,-1.21%,-0.92%,0.00%,-1.60%,-0.32%,-1.32%,-0.49%,-1.44%,-1.37%,-2.33%,-1.57%,,333
15/06/2022,1.58%,2.13%,1.30%,1.34%,1.35%,-3.92%,0.94%,2.83%,1.57%,0.42%,1.33%,0.74%,1.09%,2.36%,,333
16/06/2022,-3.96%,-2.85%,-2.92%,-2.42%,-3.37%,0.92%,-1.98%,-3.38%,-3.82%,-2.08%,-1.19%,-3.67%,-0.89%,-2.58%,,333
17/06/2022,-0.07%,1.73%,0.72%,-0.06%,0.67%,-1.38%,0.96%,0.28%,-0.41%,-0.11%,0.84%,-0.07%,-0.02%,-1.00%,,333
18/06/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.43%,0.00%,,333
19/06/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.42%,0.09%,,333
20/06/2022,1.44%,0.22%,1.94%,0.63%,1.06%,1.07%,-0.78%,0.98%,0.89%,1.99%,1.71%,0.96%,0.30%,1.42%,,333
21/06/2022,0.49%,0.37%,0.59%,0.75%,0.20%,0.61%,-0.50%,0.39%,1.02%,-0.79%,-0.61%,0.33%,-0.05%,0.42%,,333
22/06/2022,-2.26%,-0.90%,-1.52%,-0.81%,-1.12%,1.36%,-1.00%,-1.37%,-0.96%,-0.52%,-1.10%,-0.63%,0.60%,-1.31%,,333
23/06/2022,-2.93%,-1.51%,-2.99%,-0.56%,-1.78%,-0.15%,-0.71%,-0.80%,-0.93%,0.00%,-0.48%,-1.94%,-0.26%,-0.49%,,333
24/06/2022,1.78%,1.05%,0.00%,3.18%,1.58%,-0.15%,2.42%,2.30%,3.76%,1.82%,1.68%,0.17%,3.50%,2.43%,,333
25/06/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,333
26/06/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,-0.03%,-0.03%,,333
27/06/2022,0.88%,1.43%,3.31%,-0.43%,0.52%,0.75%,0.55%,-0.86%,1.53%,0.41%,-0.02%,3.30%,0.75%,0.41%,,333
28/06/2022,0.45%,0.20%,0.62%,0.64%,0.35%,-1.50%,-1.23%,0.78%,-0.23%,1.92%,0.90%,-0.72%,-0.41%,0.81%,,333
29/06/2022,-1.98%,-0.53%,-1.42%,-0.90%,-1.74%,-1.37%,-1.55%,-1.22%,-0.37%,-0.66%,-1.57%,-0.32%,1.02%,0.09%,,333
30/06/2022,-2.38%,-1.19%,-2.12%,-1.82%,-1.70%,-1.86%,-0.91%,-2.50%,-1.11%,-1.43%,-1.10%,-2.18%,-1.06%,-2.03%,,333
01/07/2022,-0.56%,0.71%,0.89%,0.14%,0.23%,-3.50%,0.64%,0.29%,-0.54%,0.12%,0.95%,0.60%,0.25%,-0.06%,,404
02/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.75%,0.00%,0.00%,,404
03/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.07%,-0.01%,,404
04/07/2022,0.19%,-0.39%,0.25%,0.40%,-0.31%,0.00%,0.34%,-0.05%,0.60%,0.04%,-0.18%,0.72%,0.80%,0.99%,,404
05/07/2022,-3.17%,-0.84%,-2.02%,-2.72%,-2.96%,-0.32%,-2.44%,-3.04%,-2.36%,-2.93%,-2.51%,-1.55%,-0.76%,-2.58%,,404
06/07/2022,-0.61%,1.32%,0.65%,2.01%,1.55%,-0.98%,1.52%,1.04%,1.92%,0.08%,-0.14%,3.27%,1.83%,1.67%,,404
07/07/2022,1.94%,1.52%,2.48%,1.58%,1.96%,0.00%,1.66%,3.00%,2.22%,1.40%,2.16%,2.20%,0.73%,2.17%,,404
08/07/2022,3.02%,0.45%,0.57%,0.44%,1.33%,2.91%,1.47%,1.00%,0.42%,0.47%,-0.27%,0.72%,0.19%,-0.01%,,404
09/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.03%,0.00%,,404
10/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.02%,0.12%,0.04%,,404
11/07/2022,-1.19%,-0.34%,-1.51%,-0.61%,-1.41%,0.00%,-1.84%,-0.95%,-0.75%,0.09%,-0.43%,-1.47%,0.77%,0.21%,,404
12/07/2022,-0.02%,-0.90%,0.66%,0.80%,0.57%,-0.48%,0.43%,-0.38%,0.23%,-1.35%,-0.63%,2.26%,0.61%,0.15%,,404
13/07/2022,-0.51%,-0.52%,-1.33%,-0.73%,-1.16%,-0.80%,-1.99%,-0.94%,-0.71%,-0.97%,-0.88%,-1.98%,-1.39%,-0.88%,,404
14/07/2022,-1.41%,-1.35%,-1.39%,-1.42%,-1.87%,-0.16%,-0.63%,-3.50%,-0.94%,-1.92%,-1.79%,-1.24%,-1.10%,-1.75%,,404
15/07/2022,1.72%,0.92%,1.59%,2.02%,2.72%,-1.14%,1.18%,1.83%,1.83%,2.79%,1.80%,0.30%,1.70%,1.28%,,404
16/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,-0.07%,0.00%,0.00%,,404
17/07/2022,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.04%,0.09%,,404
18/07/2022,1.26%,1.26%,1.01%,0.92%,0.74%,-1.32%,1.37%,1.12%,1.36%,0.89%,0.22%,1.58%,-0.45%,0.91%,,404
19/07/2022,1.74%,1.05%,1.20%,1.78%,2.65%,1.97%,1.80%,2.46%,1.22%,0.15%,2.01%,2.40%,1.06%,0.61%,,404
20/07/2022,-0.46%,-0.43%,0.49%,-0.27%,-0.20%,-0.82%,0.32%,-1.62%,0.71%,-0.60%,-1.19%,0.24%,-0.35%,-0.22%,,404
